,Group,A0A0C4DH43,A2M,AFM,AHSG,AKR1B10,ALB,ALDH1A1,ANGPTL6,APOA1,APOC3,APOC4,APOM,APP,ASGR2,ATP2C1,AXL,BPIFB1,C2,C4A,C9,C9JG08,CALML5,CASC4,CD109,CD5L,CD82,CD93,CDHR2,CFD,CFHR2,CFL1,CLSTN1,COL14A1,COL1A1,COLEC10,COPA,CPE,CSF1R,CSPG4,CTBS,DKK3,DPEP2,DPT,DSC1,ECM2,EMILIN1,ERP44,ESAM,F10,F13B,F5,F7,F8,FAM151A,FAM20C,FBLN2,FBLN5,FBN1,FCGBP,FCN1,FCN3,FETUB,FGFR1,FGG.1,FLT4,FST,FSTL1,GANAB,GOLM1,GSN,HPD,HSP90AA1,ICAM3,IGF2,IGFBP4,IGHM,IGHV3.49,IGJ,IGKV1.8,IGLV3.10,IGLV5.45,IGLV7.46,ITIH3,KIT,LAMA2,LAMC1,LCAT,LPA,LRRFIP1,LTBP2,LUM,LYVE1,LYZ,MADCAM1,MANSC1,MEGF9,MFGE8,MGP,MTTP,MUC5AC,MXRA5,MYL12A,NID2,OIT3,OMD,ORM1,P01718,P2RX1,PCBP1,PCYOX1,PDGFRB,PDLIM1,PF4V1,PGLYRP2,PLTP,PLXDC1,PLXDC2,PMEL,PODXL,PRG2,PROZ,PSMB2,PTGDS,PTPRC,PTPRJ,PTPRZ1,RCN2,REG3A,RPL15,RPL28,RPLP2,RPS18,SERPINA4,SERPINA6,SERPINA7,SERPING1,SEZ6L2,SHBG,SLC1A5,SPN,SPP2,SUSD5,SVEP1,TAGLN2,TF,TGOLN2,THBS4,TIMD4,TNC,TXNDC15,VASN,VCAN,YWHAB,YWHAE,YWHAG,YWHAZ
PDAC_58_imputed_intensity,0,115890000,5241700000.00001,97925000.0000001,3661400000,199949.58512755,1.2731e+10,1385200,503241.744983565,4.242e+09,3198500000,92997999.9999999,487610000,1155800,329190.289785022,1022912.16960061,406435.291031961,472123.289731312,30623000,641360000,131520000,246151.124818395,793901.003777397,372203.036851142,236187.59004608,314480000,2093100,8431399.99999999,1081900,39028000,26480000,274283.690273119,112714.720955492,396011.712896736,22356000,451244.44978518,179984.055267242,481096.406672521,3590000,3624500,120066.089941219,6348100,279490.50940092,659743.191139495,292275.97391216,372273.445256507,4429800,516935.331940243,340256.306514115,263480000,14400000,108750000,102222.545327809,2536100,657993.046306466,250081.433180498,414006.32801157,565020,2965100,46515000,7774200.00000001,60154000,6794099.99999999,9674699.99999999,356709.719624351,9222999.99999999,313590.150336825,933379.999999999,13911000,14011000,202070000,266255.611474157,171922.544129671,327241.844420627,259967.872302601,13578000,3952900000,76813999.9999999,383060000,182259.908456782,57267000,13049000,185400000,205230000,2063137.70815379,56889000,5744000.00000001,8709399.99999999,166730,505209.478980368,4230100,123100000,478213.425725797,15181000,75266.4318326194,190621.890641094,518778.835875607,10292000,181472.491885119,1289490.69600265,271390,417154.361087917,410499.079236804,335221.395156392,3907500,444875.808660246,1.108e+09,42572000,108477.033022256,299247.168698342,75641000,128868.849225482,5910800,312317.915374898,88657000,39208000,395526.769546833,6396100,427629.6448464,3777500,271302.859288252,19968000,170501.986233831,143661.412123537,237902.221382836,3563200,510902.382195002,293163.536317667,146068.935059951,132819.563301911,248753.085318405,99165.0842170259,305245.562891661,51410000.0000001,100940000,49326000,957510000.000001,60386.103634344,13756000,166697.793193589,711223.883784896,341820.51580237,320336.447948266,1643500,22877000,3599700000,255211.665674874,535913.444642687,438469.088936244,551110000,395181.883023291,8481800.00000001,3940400,464370.407966639,197483.741858907,1028915.42812107,7409599.99999999
PDAC_59_imputed_intensity,0,106330000,4310900000,266180000,3236200000,159238.318461342,1.851e+10,826217.469089073,325139.311488144,9221000000.00002,2721200000,86291000,763810000,3810200,450548.65247866,334337.021171086,423274.979621503,2111500,17870000,175120000,79979999.9999999,175433.465626817,2368100,533377.08638785,47572.7364598097,152340000,1971500,4421900,549377.110270869,41362000,58071000,195216.244181501,597144.529887293,223670.078407734,45757999.9999999,457140.673621985,454584.713057828,1249177.93948279,2206500,1086600,1129500,7814600,334923.322722708,204958.324354061,3362800,5308000,4318500,398203.829180051,294272.804096326,322280000,34395000,108580000,658417.436887267,576749.621215906,316706.221924019,446989.459790027,173928.072495121,209249.695692805,811695.681380694,20425000,257958.330832367,50121000,18815000,283401.56966389,201798.120199203,15802000,512621.89784149,2348400,25921000,4064800,339700000,499756.658234019,383898.403728347,308172.876238078,109736.117755386,11563000,2957800000,36075000,250110000,14279000,119440000,22251000,203460000,138220000,271330.296123934,3964000,1467800,33529000,19243000,220605.742176318,695877.072711501,213980000,1746986.68100744,14544000,538577.68034943,935544.034052303,493521.407506705,4226000,330848.094778143,166331.64627389,338724.189616083,668231.131241973,148654.606185167,548720.382424256,1564000,65467.9130047942,499450000,27729000,514759.807208224,201342.808514222,146700000,1005383.20971653,6278200,26299000,260270000,33145000,1030509.79854547,8110100,163023.696001165,1063837.70725716,10019000,45083000,595545.694861715,180516.185937359,113461.313289309,2960800,269010.181435769,343924.901112702,621317.176771975,648548.592894854,217899.728988008,446499.9880849,225270.408853736,96838000,80163000,56983000,479700000,196409.20232591,51945000,220943.252438429,855084.865898751,490582.662196706,888709.999999999,614300,26565000,6479400000,580480.545729244,468703.98118486,313100.771086825,108880000,128477.273373699,7950100.00000001,475902.227499105,164994.144996625,581414.78355389,109446.919209543,4868500
PDAC_60_imputed_intensity,0,113460000,3922900000,151550000,3216700000,326734.676151034,2.3503e+10,612244.061953521,249387.397959167,1.3019e+10,3908400000,33079000,335350000,330166.2954338,328727.506566018,138479.439258399,180653.102113218,3470400,40195000,3.61e+08,126270000,197404.907733177,3139300,465135.761303775,1407700,65590000,918510.000000001,45240.7526669178,310682.511882795,68644000.0000001,46193000,652066.542371929,130931.576488033,354127.538258039,539840.421702509,485416.380324074,57062.3916067051,296147.624636695,5762500,328348.940716816,1562900,4514900.00000001,631597.579523819,736617.497287294,1557165.8295726,262515.871552875,279539.134762313,664427.574053667,151276.877546463,306370000,33135000,89989000,572146.420236416,376219.989847891,1344378.9412314,198100.418985089,58199.8842394968,208819.467878392,481963.915703547,13037000,428765.456952742,85028000.0000001,29181000,166824.580036289,253497.278818971,9717799.99999999,1276642.18546628,76691.600003155,2625000,1980200,424020000,67761.460734145,714622.144355782,405540.375605712,142662.434408328,15249000,2.001e+09,85573000,161830000,47493.6795874694,150470000,21098000,108460000,57058000.0000001,764023.272324067,12586000,452720,31239000,32189000,181853.104535332,148425.978254913,142820000,144235.093111799,17678000,692619.501961734,271465.474694014,148970.495348765,436366.22383842,217809.179772279,868388.183360471,140642.845559732,267921.795493779,73241.5936674245,501687.635554943,2385000,1618418.11716241,899380000,62541000,480953.670187319,649975.235209175,55169000,640791.309143887,165424.934070185,65828.4346715466,197890000,31255000,88778.0984755067,2751000,338410.619579419,419936.751552892,361180.009471976,28729000,187254.146982646,623876.194836511,449652.328332574,163972.256153224,69432.0542842411,176143.378712312,918592.423265686,130848.458844049,335093.775888853,80227.8009281676,268630.898422626,109420000,82938999.9999999,55561999.9999999,400080000,76808.532944381,16175000,166798.507651755,592655.782549871,245391.378299325,754125.192389336,323604.521879557,242969.59925817,6464100000.00001,1539520.55707519,4953699.99999999,150905.478265569,43958999.9999999,324283.658818501,5228600,53679.232243251,1566695.77079134,608148.750769012,496930.988088653,1093400
PDAC_61_imputed_intensity,0,264310000,4257200000,147200000,3784400000,616148.27553745,2.1212e+10,198629.412807638,344575.054363745,1.3268e+10,2940700000,20609000,512300000,309554.981710157,167072.64415967,420301.588614338,371776.330263314,1093500,17803000,227160000,110800000,170393.062270744,2101200,220267.777977807,3631800,249310000,698224.885830716,197768.26506947,140507.002696442,18333000,18612000,450791.161614096,601270,1234479.1883242,175465.469013136,391133.073729082,485692.421622132,940727.47407127,3135700,843720.000000001,884227.552394729,1815300,147297.291729875,388511.555263462,5103900,418264.506242168,682673.103279499,149116.387336998,282412.335837477,240380000,20912000,96143000,9244800,115960,898347.890219081,187647.837265508,744420.080714062,560111.858459004,613463.801770864,4609500,1673410.52817727,58330999.9999999,24032000,282375.402715604,197144.833858272,20874000,1234061.61810595,1050100,6815500,2862500,293280000,176089.36451352,721290.652774324,322509.800431372,204688.188208797,12584000,4829199999.99999,97755000,241650000,7541799.99999999,85691000,16312000,188370000,107340000,74493.2782766026,2957000,347380.756499067,34832000,140110000,248906.699699125,426481.268588939,105350000,167935.27590346,965646.287427206,871779.325603895,557756.031326907,624338.790523857,129445.601786024,466444.932226752,339108.774217145,549226.092947412,239510.019638591,320277.318983897,335138.420362764,793638.164354694,352460.824304382,815260000,35711000,1087557.72170888,483498.477175877,14086000,134221.972432298,390972.440350571,234861.820538485,232260000,30298000,1424800,2996300,336573.245486649,485441.694103259,788347.107140326,29554000,925752.587503617,637976.504246222,234845.00375193,2924300,164644.245980691,814514.792706805,2177942.17232775,1252767.41528573,857931.704495831,418224.979934108,319034.260766006,82985000,67987000,50256000,422600000,1067821.85893649,24975000,408417.660684277,891516.097842302,161847.665310288,600462.327237425,324515.359045428,6378400.00000001,7247900000.00001,1575169.953629,446969.905579845,157067.836312138,152730000,563756.006316283,5991699.99999999,169929.770501249,211357.968444956,181885.588827475,739091.853823964,5155400
PDAC_62_imputed_intensity,0,118450000,2896200000,135790000,5044300000,397255.887897549,1.7053e+10,752307.952473575,706060.216853811,9006399999.99998,2073800000,23591000,466220000,179867.552362123,169766.159093065,396782.183347218,12105000,3064200,23904000,517400000,95248000,456656.818426836,639734.803020328,478957.437082838,423065.780381667,199160000,1717300,6661600,377811.518124964,38242000,33517000,592768.171954495,558494.639972139,566926.618002168,28516000,132357.430672745,506878.647158938,220876.339655653,3854100,111439.755016201,861420.388460782,27267000,193312.811507696,198977.643588972,624145.126235728,1483600,631797.877925556,315301.900315953,264891.581770436,580369999.999999,25617000,263690000,451465.317392212,6618900,744158.575447139,516519.086900545,118451.132571322,194192.943346003,395517.405280125,7114800.00000001,7206100.00000001,59319000,30486000,5543900,36124000,15742000,481133.439534669,182635.691236895,14053000,4673000,409670000,585945.2149871,124912.365681183,453058.290286912,389376.294805445,14957000,2671100000,132860000,229530000,4903500,100330000,30739000,208260000,95222000,577307.298568145,11989000,516050,40735000,15531000,826213.750988607,277731.494555216,189930000,209097.183853656,11847000,344971.116299847,351553.966135321,175038.589667437,1209000,14011000,294032.380891628,168532.539296628,445137.895140972,659400.082799568,618342.92391298,3199100,619412.894187051,793279999.999999,25290000,399019.161874447,351341.085033981,74788999.9999999,830939.999999999,467333.695251242,310123.699495595,168070000,54127999.9999999,1306000,4375600.00000001,3680200,256845.258273455,414632.282610908,137840000,151826.551624674,394202.164082278,121354.912220418,3102600,676107.681336437,246533.615087772,126869.789382054,204714.372148766,340453.76610981,761152.508106704,712479.816976614,95699999.9999999,71583000.0000001,34404000,652040000,330939.235249345,9943000.00000001,427251.834549338,152930.739440029,477101.988566623,2837200,675063.184530332,339917.28755443,4431800000,399861.122022031,11404000,1060311.58956574,359920000,312132.005256473,5869600.00000001,905600.631503514,367789.896084448,1086600,428307.904572314,6719800
PDAC_63_imputed_intensity,0,363841.809410185,5308999999.99999,176520000,3688900000,248121.806160536,2.5126e+10,1431242.85082524,1479324.59182508,1.5854e+10,2301500000,38553000,876960000.000001,2608500,268892.424779797,623353.311361531,347749.267954308,2624400,24017000,216970000,106740000,325817.721495089,788139.999999999,926144.448467234,3018900.48267545,91360000,295444.026956456,372644.860949739,516994.945501689,47291000,66237000.0000001,137423.620392051,355560.997946809,238869.82504344,208141.973451663,219780.53066245,651028.606843563,317455.941615062,332753.823146223,849007.527498108,300939.677629417,2147300,878995.183104642,301929.551040982,6174300.00000001,212419.730841702,1125433.76867899,531584.895285752,136922.25173973,232330000,51476000,72024000,681520.471849494,951489.999999999,464630.073473936,196279.868531139,446932.473504138,1020347.15742083,151357.279262091,6262700,619769.824459292,61256000.0000001,21517000,242200.000776993,509666.909910838,2798500,905261.512292884,209468.263066326,4187000,215871.873042248,427470000,1469331.91916072,305330,272926.454092334,213939.024827579,19494000,2530400000,92441999.9999999,210910000,754901.594185572,252010000,5219700,349050000,123200000,223957.650310271,697100.004100005,172020,42790000,865870,250155.459527679,428995.394174923,141750000,481953.935023307,9094300,203016.491934969,371139.88931337,782368.665155966,2871900,372082.94202398,446615.343414416,215905.220875728,1221399.64993091,338160.56159362,305857.837273231,257530.072639433,602449.807547373,655560000,23652000,562965.667326636,519068.148093514,30701000,948402.546362822,918742.7832649,242560.461660254,250910000,29168000,960706.826221894,3452700,1165007.17223837,371119.129312298,138995.396991526,62622000,386572.884291626,465066.879663338,762093.764839513,2499337.00680987,1359261.85157928,185984.462622753,407536.132040557,337179.784367504,227534.636438714,1518710.40343686,911109.145476475,84534000.0000001,89036999.9999999,45850000.0000001,306430000,398195.703149082,20021000,841051.005913941,252474.49191289,231900.138451246,305009.620137732,547439.996120444,38236000,6960999999.99999,488678.426531646,3406500,169069.493318009,5378800,816890.292855521,7408300,132442.468538782,817244.068079034,273487.478555087,1823946.7010961,183268.044487529
PDAC_70_imputed_intensity,0,2037100,3469700000,102150000,4667600000.00001,390045.788772204,4798500000.00001,65855.2112060736,630170,5297800000.00001,1116600000,163456.861065223,171220000,205349.092583014,215331.030267416,340652.258406697,599305.331660579,218946.882529395,7635100,382850000,95909000,142190.133732664,279353.398804356,395831.330290499,265060.53833282,180140000,802076.63991802,785995.717082404,2915500,34494000,23560000,659114.004509148,263337.015811415,158161.433465865,233752.365543652,93977.8164741075,66994.0381726099,114862.928569873,2702000,183667.648547004,321695.580709977,1877000,285021.360815336,1518992.37032092,192201.377547313,978983.601255511,290245.549157777,352210.959388306,269914.610408714,72804000,37225000,190530000,183262.177578126,941590.000000001,401538.751959673,126233.866498016,278272.35514058,177153.111935388,990404.177615932,12703000,427843.586618576,33393000,14714000,519457.187193552,26861000,160815.582573951,231163.245156213,856485.239492355,2244600,1008000,196530000,271816.439794619,350028.224742601,127733.047713843,301298.345411411,7950000,2958800000,44945000,164440000,27361000,43865000,41127000.0000001,331110000,324560000,604164.41050891,1967600,236800,12872000,27323000,391637.075677856,2081300,203350000,7825500,10523000,3011368.73979848,203928.78917268,257475.017802795,99128.6126348509,323881.881191951,240293.286270955,364388.836044735,157136.348990934,217257.129106561,722855.24169127,2464800,153963.772375645,1606400000,2783500,224664.535909018,551101.966624274,12711000,943960.000000001,135416.166054262,241706.53933129,82534999.9999999,27282000,140817.296968178,13157000,294934.587778523,312624.423139236,282866.911878663,12493000,340183.920921494,560184.012983045,99648.1746649569,3041400,536516.418202527,84052.6853057538,500560.259742474,163224.694977148,386114.844291442,134910.371633679,98441.6602870468,50887000.0000001,54677000,31281000,629179999.999999,104647.772616882,29942000,134637.390480253,295055.444863283,1187800,109397.73118066,236290,291114.154597882,4859100000.00001,394879.354539687,359991.800410402,112871.777244065,133880000,340299.551419611,9893999.99999999,183733.178596285,211009.244226907,755203.921533433,723636.642299218,9240100.00000001
PDAC_72_imputed_intensity,0,15886000,3217100000,93681999.9999999,5609500000,205797.752282384,4509700000.00001,571463.56750033,334371.891188473,7712400000,6033299999.99999,304609.33783364,191720000,330457.150533882,1330090.04194564,1182108.58034416,1481995.29032938,727260.396626757,8970200,549660000,99098000,941649.367351741,769486.491829334,217718.325875436,264663.655595549,223030000,444960.539383231,7683100.00000001,356035.793633306,24884000,27879000,810436.066305708,2835216.14901726,489988.818650782,296805.516959447,598745.742853546,170151.025338408,235529.61901487,1905600,246036.582030555,303712.778678024,965930,124835.977910952,1481764.00927494,958114.273195372,1066392.2285184,4733100,183867.617600199,290935.066769406,33290000,55809000.0000001,170830000,672932.88800048,1278700,302232.630391073,123875.405606931,130864.066552205,4407800,3863400,11185000,1058628.23353465,41482000,7694299.99999999,886502.539020014,38817000,427420.132348097,631711.829791627,356609.138563429,1393100,337135.532059624,216250000,288824.898450296,1075882.13967285,340834.504408095,972540.730335659,139154.454980685,4767700000.00001,121780000,147880000,23134000,66659000,8236499.99999999,143980000,180750000,189833.974372956,4344500,846699.999999999,15076000,165700000,536711.201883038,214947.071330026,245370000,5685800,10993000,1152137.71207293,223001.58521231,301945.946146541,430891.81072702,9656200,692389.102989768,445203.291504343,397869.161499697,753891.933196426,597016.917467114,2880200,201238.042623751,861460000,7369900,218805.234528188,285979.958038018,828846.996399619,911949.999999999,240531.0188484,699276.595903531,160780000,25663000,323085.465504785,12213000,428450.899724485,684409.393046553,213801.460215453,4313900.00000001,1141499.43414137,10075000,111351.634277926,605437.538828475,313592.562835889,563931.202259571,168862.017785342,1120882.99541493,1326351.28704661,642466.605905135,439297.269275471,46564000,27933000,7694199.99999999,345720000,479194.009799831,20382000,308859.818195997,896404.5943728,2034452.60483963,171327.288426906,876140,9488300.00000001,4632400000,307532.871924939,789072.762555498,280171.40593456,1801130.25583922,412632.337083213,4389500,145426.014720019,525482.462654215,257960.218633534,752189.649204444,2536700
PDAC_73_imputed_intensity,0,85404000.0000001,2412800000,94646000,3373500000,139091.146482307,6380500000,277985.619291062,1890800,6076400000,1404300000,625361.804548794,214300000,1183011.32795801,1322600,249508.542942474,272221.542571356,705426.285529349,5915600,267800000,91112000,2314053.84342743,716608.282566651,417961.520320311,612698.750858739,316130000,236464.141305028,293701.557991891,1168500,17648000,5618000,304520.525617476,195175.614350469,506858.305392717,871175.992047396,492128.18901077,739190.92145522,802499.971518397,3349700,172985.778816283,112592.590752925,4509600,588702.82496486,639856.279298227,134322.714598005,709959.856069608,265597.270569636,401136.882429191,474237.44747322,101840000,24772000,387530000,743839.412697149,475820,395789.152845093,1060134.06401095,187321.597651524,970790.363364152,3666400,15231000,646915.809677694,32989000,14324000,204448.135356779,53085999.9999999,1036500,421430.136612603,767232.949126803,3968800,13669000,192470000,81350.443643633,243827.255716749,1592411.86068301,238690.188738573,13818000,5363799999.99999,154980000,280140000,30261000,143570000,17870000,163530000,418830000,1120079.85480954,4598100,1535100,12628000,196650000,215892.604050275,409412.568638415,158460000,335132.561766004,376748.059977029,576834.893539895,1242167.91884301,928217.04083164,451279.137183072,8719100.00000001,411847.425375038,185450.607237207,762371.645956601,2445458.26146152,985853.820385405,5992799.99999999,277404.365379556,1025300000,12288000,658582.438716232,1029359.38165193,541738.468793144,474534.723939363,220505.383209522,418361.160150982,80968000,47980000,781677.186052157,10656000,651493.39785653,208910.19596138,298720.366899277,27627000,1211207.78450218,616694.769894744,1241139.17346785,429429.418769751,310295.859584427,154014.834039778,1207044.10695502,381895.025718332,531248.850836616,715485.125594908,392358.092423112,44579999.9999999,40788000,25786000,404640000,250453.742779301,13727000,156159.980298973,350592.143706172,1808000,330906.353746396,1369600,629861.517368365,4373900000,920494.489075492,243136.772584737,29311.2629882043,207260000,916984.143561584,3281800,587580.372619926,2537015.26975052,74580.8223848147,399898.804672485,272275.4888633
PDAC_74_imputed_intensity,0,72029000,2303700000,84109999.9999999,2999100000,521672.554689944,4950600000.00001,107896.758878464,1397703.88940069,5953600000.00001,3143700000,142338.454378452,181480000,498979.275415259,375699.32802572,410653.695768187,117514.617438398,346334.461601021,9681899.99999999,472400000,86484000,237043.6486876,238878.505700115,69042.720722115,510176.206017073,207760000,84968.1607356602,614929.353779891,19161,32604000,56827000,188206.721928168,147920.136125196,176554.636634735,520309.797605106,81314.3157918637,379108.217888245,459594.12833889,1801500,375539.724555449,891243.221564037,999130,508874.952483434,183410.251522209,356181.137258674,265993.500186825,11036000,185899.811296418,314356.254576299,106710000,29486000,227980000,124115.440251037,381730,391980.488723637,342731.687759384,129041.689819173,118041.862081154,109979.540507898,4015800,398280.067550309,30524000,8851000.00000001,528440.174584495,46879000,346756.775201692,523633.019383391,410404.38030971,568081.051538395,407700.434568114,242610000,683761.686189054,1234603.87383154,101152.883963712,195420.615433282,10653000,4517500000.00001,100370000,147190000,13962000,56051000,17872000,130470000,283060000,1709151.61055959,5700300,1069500,14376000,718780,451397.482161605,80088.8214473167,282370000,801449.752237291,12116000,127651.626814305,409025.599608609,482607.239831646,738162.922680864,12541000,809739.136068191,592204.980297659,42469.5746631313,346394.472251266,596284.704500845,3116400,33274.542207035,1162400000,8915600.00000001,278014.267840308,737792.318849226,207901.113901935,773730,438778.834876332,434316.826791909,131030000,36867000,1786700,7044599.99999999,319259.368146225,67086.8154934807,1926134.47679531,16102000,199391.66246457,5762200,189780.458007094,1500100,234638.153700544,696584.407178837,151942.629595596,446067.399385021,235553.644128272,80598.4637145931,639080.124743986,31940000,28355000,30241000,224570000,384718.040970198,12873000,301645.204272161,254059.943696048,223609.412955646,219221.690254942,148586.182919559,225410.522192389,4364699999.99999,641794.169823998,198403.924813579,221982.676676897,5387900,123351.981480522,6757400,241202.060902846,503720.002008497,317458.433684271,272581.493267482,116444.671929258
PDAC_76_imputed_intensity,0,171040000,2.058e+09,130890000,8607900000.00001,2846248.20967047,8116700000,846745.552112907,383425.680374128,8575500000,4987900000.00001,770285.134337162,227810000,290301.784025475,2797900,470493.477031485,314890.143418807,380822.368478545,8963700.00000001,241730000,63243999.9999999,225795.3015473,754099.751354401,423528.447880012,581272.105200073,347530000,143562.448554446,532146.404947908,75649.0000000001,51405000,53113999.9999999,1208117.70919288,217482.438325834,357024.324024005,85945.8255641242,443116.187731585,148698.646505262,554764.656009206,1242353.89487712,1208140.48468585,669665.471235412,968323.945547749,420222.065625834,2675192.6642744,1679444.41450064,714607.165312551,160774.44457897,595692.763359493,546138.162752502,24100000,36871000,75056000,1271102.86387118,232616.180377813,1387295.80666242,354527.547575812,195974.26064771,513656.31652753,364924.54971808,1690400,344824.133343968,55713000,13265000,941291.337503745,31587000,793470.000000001,645101.614775243,540491.057479091,631882.366843396,2117249.91040543,387880000,1110213.91044027,420255.375497613,1051338.83341537,323097.536592687,736296.100658109,5.531e+09,177430000,233820000,14032000,146900000,30778000,202360000,136580000,507218.27226454,764319.527065127,754529.462926239,24213000,11408000,130191.265205256,1392178.84281618,269240000,205903.111047222,23981000,1801988.77613982,1402968.45481744,793238.686119099,565132.978698772,197689.673205973,403727.472326155,277328.380239922,1281204.74719495,340772.795908782,435132.126737723,3325700,240046.770373432,2098400000,10704000,287828.579159355,446069.330972878,433301.535573776,418154.978457456,500555.495445375,797058.017540041,156270000,55262000,697594.282859991,4728800,1207764.42468465,307248.127709138,525193.089107183,185047.90153338,543745.067787299,12530000,206388.230367685,602559.123639759,369137.011352205,837654.264135629,416433.05375437,512063.780330114,608451.338948625,688414.912853564,267460.952513973,50830000,32520000,40911000,207940000,1539701.28826625,17410000,314680.069406648,527321.561823298,706993.899499883,108299.751575664,205159.036888633,1352904.67815159,6115300000,1300324.05215953,746412.114725893,1388631.20434782,633006.256217119,237663.708188221,7769500,269184.882094513,221659.834464364,956095.703509599,481176.159821689,717208.04571392
PDAC_78_imputed_intensity,0,180260000,5396300000,80817000.0000001,8275200000.00002,518242.546612648,6887400000,627466.39902927,357130,3487700000,1848700000,1701945.83937843,81562000.0000001,515402.582505426,9661300,1274185.23934846,629982.718561123,3571577.34117662,13539000,326610000,99226999.9999999,171887.516089996,1113341.32154,454237.625771225,1427696.8064568,223750000,252933.016695489,174654.372659983,462516.585043494,27361000,14714000,895780.070088717,1526983.17059134,2301342.43499604,231189.234431861,833894.927793131,1199304.83824919,1130514.12257663,1376200,1744606.29100676,209576.779725622,181107.259967287,1547845.82594409,219477.376925507,212783.501612997,669691.809468681,3089535.34130575,343063.701392335,804621.265433266,13420000,30263000,75971000.0000001,3186110.80444705,303476.901866995,269654.974567327,409727.360712761,1593848.82429093,444974.454082898,698859.442275463,40957000,1473515.10848771,50128999.9999999,7303499.99999999,301609.873054307,88106000.0000001,1560686.68875758,361061.767632602,910575.796156905,552467.880053603,548609.839740255,198540000,471987.11674381,1301851.9684859,278630.578860863,368960.19492506,702601.122500149,3832600000,85054000.0000001,259450000,12040000,129340000,6375200,203630000,143560000,380976.274632237,539450.693116785,1789022.66159557,8453099.99999999,7809400,1261857.82847067,955735.758709787,226540000,9033499.99999999,20544000,261260.51944965,655993.094873336,706068.626815324,128950.033339806,3291400,306093.097225904,926520.955535081,582037.902133152,704230.900555259,441758.607076273,2795400,656684.929527107,4472600000,27856000,1151443.79810332,557571.096701014,529028.69714154,627175.721345445,488486.653860057,1134325.37424172,92031000,36724000,972219.57525816,5057299.99999999,357653.456531875,76738.4674630415,726201.117634529,183798.756897072,239755.590881175,475435.93053552,558459.967568568,422803.182872048,1520839.26432674,207870.42700699,1546597.51006629,259850.419160014,215723.185866827,431496.329687793,175063.087351089,21691000,32393000,16130000,191690000,825418.109934493,37360000,482010.65000945,362658.821697697,331011.465288648,543330.032771593,236000.526136345,6935900,4044800000,424170.626298888,1682650.56155042,953930.499862603,1241553.03811964,1136672.12567953,6023199.99999999,571909.182641943,391368.757048429,315154.872714574,427188.658241447,2556364.15726857
PDAC_80_imputed_intensity,0,16594000,3214400000,105190000,6767399999.99999,123877.805924125,5062400000.00001,102656.239721177,1606100,5037999999.99999,1134200000,801625.516961895,169880000,957871.014172094,302385.94110447,152501.227269632,3403000,492968.923591914,11574000,177320000,81679000.0000001,865268.442846984,564951.708972963,213602.812482958,87669.4312418315,180720000,392044.956048483,1427583.02616154,774690.000000001,31505000,15692000,513837.758000244,229480.587448292,105660.108291582,367366.039839143,200027.40513507,129995.62695045,227762.100196886,7463000.00000001,1538800,154243.265703044,1647000,166144.661276817,153336.003550928,266375.8050972,504207.176559118,422998.937242291,236799.916128575,515409.650255429,69533000,30388000,137490000,412966.913921471,513519.999999999,121103.614801827,358495.034430812,613337.850208503,269529.753116696,2045600,21069000,337793.290734095,36282000,27435000,361680.256890841,37782000,447613.767202645,378189.392836545,446084.905663281,1993000,4095500,228320000,378778.997297828,336309.327788381,101296.71984885,229281.918973296,7119900,3091600000,40962000,167910000,12909000,96873999.9999999,19755000,90973000,175530000,136605.292065363,6792200.00000001,493739.999999999,16474000,267950000,380812.401072661,136119.555524531,201610000,460639.689552757,10788000,536371.234190366,471867.518061937,332075.947964035,1093384.73788198,699334.828310913,290348.564219627,540063.800171944,330726.944761493,671399.486881669,502873.143224895,5477200,388121.879703562,1719800000,5154500,144129.665015304,154415.93118838,20053000,925470,2925100,2463200,88945999.9999999,26938000,392624.991251906,8901900,579998.786914257,821604.528901842,688875.622530851,7535100,269853.287978374,493373.52918295,286309.387793245,737970,884272.703685321,299812.352177337,237685.453644476,381927.211901676,551395.502050052,143987.79041816,255927.518257474,66973000,74510000,19296000,694859999.999999,301613.870528241,54648000.0000001,421535.03270704,848903.64867572,2070100,365462.204950395,963450,15504000,4696799999.99999,214147.577749516,742434.661872315,201649.756451412,39090000,527791.086808584,8351899.99999999,2378691.43620583,111262.344883121,351387.256188336,464892.288749115,710200.126429999
